grouping_level,n_groups_kept,median_patients,mean_patients,median_mean_fills_per_chain,mean_mean_fills_per_chain,median_single_fill_only,mean_single_fill_only,median_any_late,mean_any_late,median_chronic_late,mean_chronic_late,median_stable_on_time,mean_stable_on_time
NDC7,1107,1828.0,2616.8888888888887,1.020842194810719,1.0307942098022052,0.9795307039440839,0.9719776675273522,0.01848998459167951,0.02555752628215521,0.01834862385321101,0.02496347676867692,0.0019880715705765406,0.0024648061904927075
NDC8,393,1404.0,2413.1374045801526,1.0176565008025682,1.028596753449155,0.9828926905132193,0.9728873365800994,0.01563562202583277,0.024625093727295086,0.015613910574875798,0.024280894850626705,0.0017953321364452424,0.0024875696926054884
